"date","site","sif","doy","year"
"2007-03-15","US-CaV",0.128226682543755,74,2007
"2007-04-15","US-CaV",0.366792500019073,105,2007
"2007-05-15","US-CaV",0.759457349777222,135,2007
"2007-06-15","US-CaV",0.999995708465576,166,2007
"2007-07-15","US-CaV",0.916028022766113,196,2007
"2007-08-15","US-CaV",0.689724683761597,227,2007
"2007-09-15","US-CaV",0.499913334846497,258,2007
"2007-10-15","US-CaV",0.318642795085907,288,2007
"2007-11-15","US-CaV",0.107125215232372,319,2007
"2007-12-15","US-CaV",0.0286725740879774,349,2007
"2008-01-15","US-CaV",0.0613923072814941,15,2008
"2008-02-15","US-CaV",-0.0685786232352257,46,2008
"2008-03-15","US-CaV",0.221818134188652,75,2008
"2008-04-15","US-CaV",0.0587275438010693,106,2008
"2008-05-15","US-CaV",0.695320844650269,136,2008
"2008-06-15","US-CaV",1.08904469013214,167,2008
"2008-07-15","US-CaV",1.01842772960663,197,2008
"2008-08-15","US-CaV",0.755045831203461,228,2008
"2008-09-15","US-CaV",0.484288364648819,259,2008
"2008-10-15","US-CaV",0.30958679318428,289,2008
"2008-11-15","US-CaV",0.130753740668297,320,2008
"2008-12-15","US-CaV",0.00308399763889611,350,2008
"2009-01-15","US-CaV",0.103376053273678,15,2009
"2009-02-15","US-CaV",0.0724611431360245,46,2009
"2009-03-15","US-CaV",0.0205972716212273,74,2009
"2009-04-15","US-CaV",0.111556842923164,105,2009
"2009-05-15","US-CaV",0.872465968132019,135,2009
"2009-06-15","US-CaV",0.807708144187927,166,2009
"2009-07-15","US-CaV",0.814077854156494,196,2009
"2009-08-15","US-CaV",0.897177159786224,227,2009
"2009-09-15","US-CaV",0.53215092420578,258,2009
"2009-10-15","US-CaV",0.366199404001236,288,2009
"2009-11-15","US-CaV",0.0287420246750116,319,2009
"2009-12-15","US-CaV",0.0221698991954327,349,2009
"2010-03-15","US-CaV",0.11910205334425,74,2010
"2010-04-15","US-CaV",0.261110991239548,105,2010
"2010-05-15","US-CaV",0.749073028564453,135,2010
"2010-06-15","US-CaV",0.943655252456665,166,2010
"2010-07-15","US-CaV",0.810196459293365,196,2010
"2010-08-15","US-CaV",0.580532968044281,227,2010
"2010-09-15","US-CaV",0.39171952009201,258,2010
"2010-10-15","US-CaV",0.261722445487976,288,2010
"2010-11-15","US-CaV",0.145504921674728,319,2010
"2010-12-15","US-CaV",0.0826152637600899,349,2010
"2011-01-15","US-CaV",0.181945249438286,15,2011
"2011-02-15","US-CaV",-0.0478362217545509,46,2011
"2011-03-15","US-CaV",0.0964099913835526,74,2011
"2011-04-15","US-CaV",0.176708117127419,105,2011
"2011-05-15","US-CaV",0.792329609394073,135,2011
"2011-06-15","US-CaV",0.955182731151581,166,2011
"2011-07-15","US-CaV",0.956544280052185,196,2011
"2011-08-15","US-CaV",0.608320474624634,227,2011
"2011-09-15","US-CaV",0.425871789455414,258,2011
"2011-10-15","US-CaV",0.263964086771011,288,2011
"2011-11-15","US-CaV",0.0725069716572762,319,2011
"2011-12-15","US-CaV",0.0725674852728844,349,2011
"2012-01-15","US-CaV",0.0442854054272175,15,2012
"2012-02-15","US-CaV",0.110105991363525,46,2012
"2012-03-15","US-CaV",0.0545593500137329,75,2012
"2012-04-15","US-CaV",0.246243000030518,106,2012
"2012-05-15","US-CaV",0.736000001430511,136,2012
"2012-06-15","US-CaV",1.00931489467621,167,2012
"2012-07-15","US-CaV",0.88916289806366,197,2012
"2012-08-15","US-CaV",0.655301332473755,228,2012
"2012-09-15","US-CaV",0.37900573015213,259,2012
"2012-10-15","US-CaV",0.116726964712143,289,2012
"2012-11-15","US-CaV",0.0595690682530403,320,2012
"2012-12-15","US-CaV",0.0255701504647732,350,2012
"2013-01-15","US-CaV",-0.121032372117043,15,2013
"2013-03-15","US-CaV",0.0636344850063324,74,2013
"2013-04-15","US-CaV",0.123137235641479,105,2013
"2013-05-15","US-CaV",0.593659818172455,135,2013
"2013-06-15","US-CaV",0.807123184204102,166,2013
"2013-07-15","US-CaV",0.696537792682648,196,2013
"2013-08-15","US-CaV",0.541997492313385,227,2013
"2013-09-15","US-CaV",0.46257159113884,258,2013
"2013-10-15","US-CaV",0.185764968395233,288,2013
"2013-11-15","US-CaV",0.046667143702507,319,2013
"2013-12-15","US-CaV",-0.00579045945778489,349,2013
"2014-01-15","US-CaV",-0.0503638386726379,15,2014
"2014-02-15","US-CaV",-0.00423118658363819,46,2014
"2014-03-15","US-CaV",0.129743054509163,74,2014
"2014-04-15","US-CaV",0.0936702638864517,105,2014
"2014-05-15","US-CaV",0.490837693214417,135,2014
"2014-06-15","US-CaV",0.896050989627838,166,2014
"2014-07-15","US-CaV",0.83918172121048,196,2014
"2014-08-15","US-CaV",0.701496839523315,227,2014
"2014-09-15","US-CaV",0.514861881732941,258,2014
"2014-10-15","US-CaV",0.273687273263931,288,2014
"2014-11-15","US-CaV",-0.0385519787669182,319,2014
"2014-12-15","US-CaV",0.0881256908178329,349,2014
"2015-01-15","US-CaV",0.0804416462779045,15,2015
"2015-02-15","US-CaV",-0.0760321989655495,46,2015
"2015-03-15","US-CaV",0.0885719060897827,74,2015
"2015-04-15","US-CaV",0.167308703064919,105,2015
"2015-05-15","US-CaV",0.697010278701782,135,2015
"2015-06-15","US-CaV",1.02968943119049,166,2015
"2015-07-15","US-CaV",0.764583170413971,196,2015
"2015-08-15","US-CaV",0.671643316745758,227,2015
"2015-09-15","US-CaV",0.543734550476074,258,2015
"2015-10-15","US-CaV",0.253126889467239,288,2015
"2015-11-15","US-CaV",0.0926335602998734,319,2015
"2015-12-15","US-CaV",0.0710202902555466,349,2015
"2016-01-15","US-CaV",0.0760588869452477,15,2016
"2016-02-15","US-CaV",-0.0322129689157009,46,2016
"2016-03-15","US-CaV",0.112178936600685,75,2016
"2016-04-15","US-CaV",0.306396037340164,106,2016
"2016-05-15","US-CaV",0.599552869796753,136,2016
"2016-06-15","US-CaV",0.811910271644592,167,2016
"2016-07-15","US-CaV",0.846844077110291,197,2016
"2016-08-15","US-CaV",0.620878100395203,228,2016
"2016-09-15","US-CaV",0.489517837762833,259,2016
"2016-10-15","US-CaV",0.324285715818405,289,2016
"2016-11-15","US-CaV",0.0769407078623772,320,2016
"2016-12-15","US-CaV",0.0116996951401234,350,2016
"2017-01-15","US-CaV",0.107616953551769,15,2017
"2017-02-15","US-CaV",0.0978780835866928,46,2017
"2017-03-15","US-CaV",0.0467220395803452,74,2017
"2017-04-15","US-CaV",0.0924021750688553,105,2017
"2017-05-15","US-CaV",0.649305939674377,135,2017
"2017-06-15","US-CaV",0.796317934989929,166,2017
"2017-07-15","US-CaV",0.836868524551392,196,2017
"2017-08-15","US-CaV",0.60360449552536,227,2017
"2017-09-15","US-CaV",0.475471377372742,258,2017
"2017-10-15","US-CaV",0.210651308298111,288,2017
"2017-11-15","US-CaV",0.0312704145908356,319,2017
"2017-12-15","US-CaV",0.046945545822382,349,2017
"2007-01-15","US-KFS",-0.116402998566628,15,2007
"2007-02-15","US-KFS",0.0461407974362373,46,2007
"2007-03-15","US-KFS",0.142992585897446,74,2007
"2007-04-15","US-KFS",0.343039631843567,105,2007
"2007-05-15","US-KFS",0.521345436573029,135,2007
"2007-06-15","US-KFS",0.610345363616943,166,2007
"2007-07-15","US-KFS",0.756416022777557,196,2007
"2007-08-15","US-KFS",0.641121327877045,227,2007
"2007-09-15","US-KFS",0.635895133018494,258,2007
"2007-10-15","US-KFS",0.245653063058853,288,2007
"2007-11-15","US-KFS",0.138653486967087,319,2007
"2007-12-15","US-KFS",-0.0731308236718178,349,2007
"2008-01-15","US-KFS",0.0700018778443336,15,2008
"2008-02-15","US-KFS",-0.147000715136528,46,2008
"2008-03-15","US-KFS",-0.0303434990346432,75,2008
"2008-04-15","US-KFS",0.231400415301323,106,2008
"2008-05-15","US-KFS",0.576989591121674,136,2008
"2008-06-15","US-KFS",0.797935307025909,167,2008
"2008-07-15","US-KFS",0.942385494709015,197,2008
"2008-08-15","US-KFS",0.604918479919434,228,2008
"2008-09-15","US-KFS",0.48727759718895,259,2008
"2008-10-15","US-KFS",0.199592962861061,289,2008
"2008-11-15","US-KFS",0.0564946532249451,320,2008
"2008-12-15","US-KFS",0.0675604939460754,350,2008
"2009-01-15","US-KFS",0.107194237411022,15,2009
"2009-02-15","US-KFS",0.04660290107131,46,2009
"2009-03-15","US-KFS",0.0857419893145561,74,2009
"2009-04-15","US-KFS",0.194216087460518,105,2009
"2009-05-15","US-KFS",0.671997606754303,135,2009
"2009-06-15","US-KFS",0.775831401348114,166,2009
"2009-07-15","US-KFS",0.784290194511414,196,2009
"2009-08-15","US-KFS",0.870193481445312,227,2009
"2009-09-15","US-KFS",0.406868129968643,258,2009
"2009-10-15","US-KFS",0.152623414993286,288,2009
"2009-11-15","US-KFS",0.110819190740585,319,2009
"2009-12-15","US-KFS",0.0467910319566727,349,2009
"2010-01-15","US-KFS",0.0267324987798929,15,2010
"2010-03-15","US-KFS",0.199179768562317,74,2010
"2010-04-15","US-KFS",0.40881359577179,105,2010
"2010-05-15","US-KFS",0.611437141895294,135,2010
"2010-06-15","US-KFS",0.656139492988586,166,2010
"2010-07-15","US-KFS",0.861117005348206,196,2010
"2010-08-15","US-KFS",0.591881155967712,227,2010
"2010-09-15","US-KFS",0.437493056058884,258,2010
"2010-10-15","US-KFS",0.267618387937546,288,2010
"2010-11-15","US-KFS",0.0745027661323547,319,2010
"2010-12-15","US-KFS",-0.0751638934016228,349,2010
"2011-01-15","US-KFS",-0.116106338799,15,2011
"2011-02-15","US-KFS",-0.0880529060959816,46,2011
"2011-03-15","US-KFS",0.0419463105499744,74,2011
"2011-04-15","US-KFS",0.459375113248825,105,2011
"2011-05-15","US-KFS",0.594597697257996,135,2011
"2011-06-15","US-KFS",0.814309000968933,166,2011
"2011-07-15","US-KFS",0.932230949401855,196,2011
"2011-08-15","US-KFS",0.775738000869751,227,2011
"2011-09-15","US-KFS",0.391228765249252,258,2011
"2011-10-15","US-KFS",0.228102281689644,288,2011
"2011-11-15","US-KFS",0.0168466549366713,319,2011
"2011-12-15","US-KFS",0.0469500683248043,349,2011
"2012-01-15","US-KFS",-0.0847166106104851,15,2012
"2012-02-15","US-KFS",0.0426175147294998,46,2012
"2012-03-15","US-KFS",0.0590267926454544,75,2012
"2012-04-15","US-KFS",0.459718436002731,106,2012
"2012-05-15","US-KFS",0.662597417831421,136,2012
"2012-06-15","US-KFS",0.580968797206879,167,2012
"2012-07-15","US-KFS",0.502594470977783,197,2012
"2012-08-15","US-KFS",0.372689008712769,228,2012
"2012-09-15","US-KFS",0.404202878475189,259,2012
"2012-10-15","US-KFS",0.133595779538155,289,2012
"2012-11-15","US-KFS",0.0656432956457138,320,2012
"2012-12-15","US-KFS",-0.00541885709390044,350,2012
"2013-01-15","US-KFS",0.00901699438691139,15,2013
"2013-02-15","US-KFS",0.0266995076090097,46,2013
"2013-03-15","US-KFS",0.180497691035271,74,2013
"2013-04-15","US-KFS",0.216907843947411,105,2013
"2013-05-15","US-KFS",0.671689510345459,135,2013
"2013-06-15","US-KFS",0.66204422712326,166,2013
"2013-07-15","US-KFS",0.653857290744781,196,2013
"2013-08-15","US-KFS",0.631951212882996,227,2013
"2013-09-15","US-KFS",0.447961717844009,258,2013
"2013-10-15","US-KFS",0.268998563289642,288,2013
"2013-11-15","US-KFS",0.127738669514656,319,2013
"2013-12-15","US-KFS",0.0680268034338951,349,2013
"2014-01-15","US-KFS",0.0153955593705177,15,2014
"2014-02-15","US-KFS",0.0294719040393829,46,2014
"2014-03-15","US-KFS",0.0865437760949135,74,2014
"2014-04-15","US-KFS",0.194545298814774,105,2014
"2014-05-15","US-KFS",0.451604396104813,135,2014
"2014-06-15","US-KFS",0.869071781635284,166,2014
"2014-07-15","US-KFS",0.912702798843384,196,2014
"2014-08-15","US-KFS",0.431868702173233,227,2014
"2014-09-15","US-KFS",0.31725150346756,258,2014
"2014-10-15","US-KFS",0.23651859164238,288,2014
"2014-11-15","US-KFS",0.0933917313814163,319,2014
"2014-12-15","US-KFS",0.0155340451747179,349,2014
"2015-01-15","US-KFS",0.0715317949652672,15,2015
"2015-02-15","US-KFS",0.128333479166031,46,2015
"2015-03-15","US-KFS",0.0634304583072662,74,2015
"2015-04-15","US-KFS",0.229548290371895,105,2015
"2015-05-15","US-KFS",0.70813250541687,135,2015
"2015-06-15","US-KFS",0.617020130157471,166,2015
"2015-07-15","US-KFS",0.610448002815247,196,2015
"2015-08-15","US-KFS",0.625365853309631,227,2015
"2015-09-15","US-KFS",0.431004494428635,258,2015
"2015-10-15","US-KFS",0.258281409740448,288,2015
"2015-11-15","US-KFS",0.0966005325317383,319,2015
"2015-12-15","US-KFS",0.0911305844783783,349,2015
"2016-01-15","US-KFS",0.031476091593504,15,2016
"2016-02-15","US-KFS",0.1302380412817,46,2016
"2016-03-15","US-KFS",0.106215670704842,75,2016
"2016-04-15","US-KFS",0.119047127664089,106,2016
"2016-05-15","US-KFS",0.513437628746033,136,2016
"2016-06-15","US-KFS",0.552380084991455,167,2016
"2016-07-15","US-KFS",0.724078357219696,197,2016
"2016-08-15","US-KFS",0.600861787796021,228,2016
"2016-09-15","US-KFS",0.422205358743668,259,2016
"2016-10-15","US-KFS",0.228899270296097,289,2016
"2016-11-15","US-KFS",0.129687562584877,320,2016
"2016-12-15","US-KFS",0.0406279489398003,350,2016
"2017-01-15","US-KFS",-0.0647376030683517,15,2017
"2017-02-15","US-KFS",0.0354637689888477,46,2017
"2017-03-15","US-KFS",0.127798855304718,74,2017
"2017-04-15","US-KFS",0.290282040834427,105,2017
"2017-05-15","US-KFS",0.666456878185272,135,2017
"2017-06-15","US-KFS",0.68091869354248,166,2017
"2017-07-15","US-KFS",0.69686371088028,196,2017
"2017-08-15","US-KFS",0.641137897968292,227,2017
"2017-09-15","US-KFS",0.374545693397522,258,2017
"2017-10-15","US-KFS",0.175217255949974,288,2017
"2017-11-15","US-KFS",0.136819407343864,319,2017
"2017-12-15","US-KFS",0.121576264500618,349,2017
"2007-01-15","US-Kon",0.292915314435959,15,2007
"2007-02-15","US-Kon",-0.0052709192968905,46,2007
"2007-03-15","US-Kon",0.0562585406005383,74,2007
"2007-04-15","US-Kon",0.35185107588768,105,2007
"2007-05-15","US-Kon",0.542379081249237,135,2007
"2007-06-15","US-Kon",0.616627395153046,166,2007
"2007-07-15","US-Kon",0.654870271682739,196,2007
"2007-08-15","US-Kon",0.552922308444977,227,2007
"2007-09-15","US-Kon",0.243608832359314,258,2007
"2007-10-15","US-Kon",0.132976666092873,288,2007
"2007-11-15","US-Kon",0.0261592585593462,319,2007
"2007-12-15","US-Kon",0.165234968066216,349,2007
"2008-01-15","US-Kon",0.15174874663353,15,2008
"2008-02-15","US-Kon",-0.0369369797408581,46,2008
"2008-03-15","US-Kon",0.0952443554997444,75,2008
"2008-04-15","US-Kon",0.204088985919952,106,2008
"2008-05-15","US-Kon",0.480247318744659,136,2008
"2008-06-15","US-Kon",0.805240333080292,167,2008
"2008-07-15","US-Kon",0.79801219701767,197,2008
"2008-08-15","US-Kon",0.64395272731781,228,2008
"2008-09-15","US-Kon",0.312864124774933,259,2008
"2008-10-15","US-Kon",0.236396208405495,289,2008
"2008-11-15","US-Kon",0.0570343807339668,320,2008
"2008-12-15","US-Kon",0.0458120405673981,350,2008
"2009-01-15","US-Kon",-0.0117886364459991,15,2009
"2009-02-15","US-Kon",0.113043814897537,46,2009
"2009-03-15","US-Kon",0.134920611977577,74,2009
"2009-04-15","US-Kon",0.135043129324913,105,2009
"2009-05-15","US-Kon",0.650673747062683,135,2009
"2009-06-15","US-Kon",0.654546499252319,166,2009
"2009-07-15","US-Kon",0.803708016872406,196,2009
"2009-08-15","US-Kon",0.664358854293823,227,2009
"2009-09-15","US-Kon",0.351778000593185,258,2009
"2009-10-15","US-Kon",0.111828155815601,288,2009
"2009-11-15","US-Kon",0.0533296763896942,319,2009
"2009-12-15","US-Kon",0.0447000525891781,349,2009
"2010-01-15","US-Kon",-0.0353882387280464,15,2010
"2010-02-15","US-Kon",0.0390952229499817,46,2010
"2010-03-15","US-Kon",0.0697333589196205,74,2010
"2010-04-15","US-Kon",0.338320374488831,105,2010
"2010-05-15","US-Kon",0.503554165363312,135,2010
"2010-06-15","US-Kon",0.545310020446777,166,2010
"2010-07-15","US-Kon",0.825907707214355,196,2010
"2010-08-15","US-Kon",0.450956434011459,227,2010
"2010-09-15","US-Kon",0.340677201747894,258,2010
"2010-10-15","US-Kon",0.171078458428383,288,2010
"2010-11-15","US-Kon",0.0772110521793365,319,2010
"2010-12-15","US-Kon",0.0433281101286411,349,2010
"2011-01-15","US-Kon",-0.00235649012029171,15,2011
"2011-02-15","US-Kon",0.029548903927207,46,2011
"2011-03-15","US-Kon",-0.0269966423511505,74,2011
"2011-04-15","US-Kon",0.292233437299728,105,2011
"2011-05-15","US-Kon",0.592137575149536,135,2011
"2011-06-15","US-Kon",0.592891037464142,166,2011
"2011-07-15","US-Kon",0.712944626808167,196,2011
"2011-08-15","US-Kon",0.673111617565155,227,2011
"2011-09-15","US-Kon",0.343400597572327,258,2011
"2011-10-15","US-Kon",0.0793953463435173,288,2011
"2011-11-15","US-Kon",0.0770728066563606,319,2011
"2011-12-15","US-Kon",-0.0251858830451965,349,2011
"2012-01-15","US-Kon",0.0549369044601917,15,2012
"2012-02-15","US-Kon",0.120278462767601,46,2012
"2012-03-15","US-Kon",0.164713218808174,75,2012
"2012-04-15","US-Kon",0.484370052814484,106,2012
"2012-05-15","US-Kon",0.4356769323349,136,2012
"2012-06-15","US-Kon",0.53793877363205,167,2012
"2012-07-15","US-Kon",0.448407381772995,197,2012
"2012-08-15","US-Kon",0.396447211503983,228,2012
"2012-09-15","US-Kon",0.349398016929626,259,2012
